類別	名稱	地址	經度	緯度
屈臣氏	彰化三	彰化縣彰化市三民路265號	120.543762	24.085956
屈臣氏	旭光	彰化縣彰化市旭光路255號	120.545007	24.070888
屈臣氏	彰南	彰化縣彰化市彰南路一段417號	120.576162	24.085864
屈臣氏	彰民	彰化縣彰化市民族路273號	120.537086	24.072109
屈臣氏	大埔	彰化縣彰化市大埔路592號	120.540609	24.066573
屈臣氏	永靖	彰化縣永靖鄉瑚璉路187號	120.549356	23.925175
屈臣氏	溪湖	彰化縣溪湖鎮彰水路三段298號	120.480302	23.960191
屈臣氏	田中	彰化縣田中鎮中州路一段190號	120.586804	23.857993
屈臣氏	社頭	彰化縣社頭鄉社斗路一段205號	120.587928	23.897474
屈臣氏	花壇	彰化縣花壇鄉中正路176號	120.542914	24.026898
屈臣氏	鹿港	彰化縣鹿港鎮民族路99號	120.436128	24.055346
屈臣氏	三峽	新北市三峽區民生街119-2號	121.373633	24.935204
屈臣氏	學勤	新北市三峽區大學路150-2號	121.376143	24.941681
屈臣氏	三芝	新北市三芝區育英街1號	121.50138	25.258104
屈臣氏	三重	新北市三重區重新路二段78號	121.497226	25.061916
屈臣氏	五華	新北市三重區五華街59號	121.492776	25.082552
屈臣氏	正義	新北市三重區正義北路179號	121.496466	25.067608
屈臣氏	力行	新北市三重區忠孝路二段107號	121.483785	25.069688
屈臣氏	三和	新北市三重區三和路四段155巷2號	121.483619	25.078509
屈臣氏	中央	新北市三重區中央北路134號	121.499706	25.068116
屈臣氏	三華	新北市三重區中華路99號	121.483676	25.063155
屈臣氏	集美	新北市三重區集美街103號	121.489191	25.052984
屈臣氏	三和2	新北市三重區三和路四段420號	121.480625	25.079853
屈臣氏	溪尾	新北市三重區溪尾街185號	121.488776	25.080568
屈臣氏	中正北	新北市三重區中正北路189號	121.477371	25.069636
屈臣氏	中和	新北市中和區興南路一段47號	121.510874	24.990347
屈臣氏	漢生	新北市中和區中山路三段191號	121.472411	25.006226
屈臣氏	中連	新北市中和區中和路1號	121.499677	25.002351
屈臣氏	華新	新北市中和區華新街95號	121.508763	24.983056
屈臣氏	員山	新北市中和區員山路198號	121.481336	25.00054
屈臣氏	南勢角	新北市中和區景新街420號	121.512799	24.988889
屈臣氏	莒光2	新北市中和區莒光路127號	121.472582	25.001995
屈臣氏	連城	新北市中和區連城路351號	121.487972	24.996129
屈臣氏	景安	新北市中和區景平路353號	121.504791	24.99331
屈臣氏	宜安	新北市中和區宜安路148號	121.509422	24.998579
屈臣氏	五股	新北市五股區工商路80號	121.438253	25.085102
屈臣氏	八里	新北市八里區中山路二段399號	121.398002	25.146687
屈臣氏	土城	新北市土城區學府路一段109號	121.455758	24.987494
屈臣氏	金城	新北市土城區金城路三段1號	121.464321	24.986231
屈臣氏	土城2	新北市土城區中央路二段169號	121.442153	24.976131
屈臣氏	裕民	新北市土城區裕民路52號	121.448405	24.98806
屈臣氏	延和	新北市土城區延和路170號	121.468612	24.990243
屈臣氏	新店	新北市新店區中正路156號	121.541461	24.971875
屈臣氏	北新	新北市新店區北新路三段77號	121.541382	24.981407
屈臣氏	安康	新北市新店區安康路二段198號	121.512769	24.962515
屈臣氏	文中	新北市新店區文中路8號	121.537623	24.956835
屈臣氏	大坪林	新北市新店區民權路55號	121.538028	24.982886
屈臣氏	耕莘	新北市新店區中正路348號	121.536395	24.975286
屈臣氏	七張	新北市新店區北新路二段65號	121.542703	24.973454
屈臣氏	新莊	新北市新莊區新泰路132號	121.447979	25.036917
屈臣氏	民安	新北市新莊區民安路188巷6號	121.425023	25.023437
屈臣氏	幸福	新北市新莊區幸福路700號	121.449961	25.049436
屈臣氏	中港	新北市新莊區中港路297號	121.452766	25.044334
屈臣氏	新福	新北市新莊區幸福路524號	121.456043	25.049461
屈臣氏	輔仁	新北市新莊區中正路516-2號	121.433416	25.032501
屈臣氏	富國	新北市新莊區富國路26號	121.418674	25.026267
屈臣氏	五權	新北市新莊區五權一路48號	121.457872	25.065724
屈臣氏	中平	新北市新莊區中平路87巷1號	121.444562	25.045692
屈臣氏	新泰二	新北市新莊區新泰路55號	121.449209	25.033956
屈臣氏	民安西	新北市新莊區民安西路228號	121.42579	25.01441
屈臣氏	新和	新北市新莊區中和街2號	121.448619	25.042902
屈臣氏	埔墘	新北市板橋區中山路二段188號	121.477502	25.017444
屈臣氏	四維	新北市板橋區四維路257號	121.46339	25.027982
屈臣氏	陽明	新北市板橋區文化路一段280號	121.467269	25.021329
屈臣氏	板七	新北市板橋區中正路222號	121.455936	25.018483
屈臣氏	板中	新北市板橋區中山路一段19號	121.460043	25.008246
屈臣氏	新海	新北市板橋區新海路150號	121.46065	25.023836
屈臣氏	四川	新北市板橋區忠孝路25號	121.460521	25.002078
屈臣氏	莒光	新北市板橋區莒光路33號	121.470339	25.024542
屈臣氏	南雅	新北市板橋區南雅南路一段27號	121.45635	25.006647
屈臣氏	雙十	新北市板橋區雙十路二段213號	121.47307	25.028868
屈臣氏	板金	新北市板橋區金門街286號	121.429326	24.985993
屈臣氏	民治	新北市板橋區民治街123號	121.478186	25.030844
屈臣氏	長壽	新北市板橋區三民路二段97號	121.479384	25.016267
屈臣氏	亞東	新北市板橋區四川路二段51號	121.453875	24.9951
屈臣氏	板文	新北市板橋區文化路一段411號	121.467242	25.02241
屈臣氏	國慶	新北市板橋區國慶路183號	121.462848	24.996456
屈臣氏	林口	新北市林口區中正路103號	121.394067	25.077206
屈臣氏	林口二	新北市林口區文化二路一段152號	121.368449	25.071485
屈臣氏	林口三	新北市林口區仁愛路二段247號	121.372864	25.076356
屈臣氏	樹二	新北市樹林區博愛一街9號	121.425401	24.991138
屈臣氏	樹林3	新北市樹林區中華路267號	121.417871	24.980387
屈臣氏	新樹林	新北市樹林區中山路一段116號	121.422813	24.990662
屈臣氏	北大二	新北市樹林區大雅路279號	121.379733	24.946805
屈臣氏	永和	新北市永和區永和路二段209號	121.515319	25.013838
屈臣氏	竹林	新北市永和區竹林路231號	121.520961	25.008379
屈臣氏	得和	新北市永和區得和路399號	121.525559	24.999276
屈臣氏	樂華	新北市永和區永和路一段164號	121.514255	25.008673
屈臣氏	永安	新北市永和區中和路515號	121.510858	25.00258
屈臣氏	秀山	新北市永和區民權路53號	121.519986	24.996879
屈臣氏	中興	新北市永和區中興街91號	121.517568	25.01201
屈臣氏	中山	新北市永和區中山路一段212號	121.508421	25.008517
屈臣氏	新智光	新北市永和區中正路101號	121.515531	24.997439
屈臣氏	汐止	新北市汐止區中興路168號	121.631885	25.065527
屈臣氏	汐止2	新北市汐止區忠孝東路267號	121.663397	25.0681
屈臣氏	新台五	新北市汐止區新台五路一段161號	121.65415	25.06274
屈臣氏	建成	新北市汐止區建成路48號	121.66286	25.073132
屈臣氏	汐福	新北市汐止區福德一路89號	121.638057	25.068452
屈臣氏	汐科	新北市汐止區新台五路一段93號(iFG遠雄購物中心B1)	121.646699	25.060944
屈臣氏	泰山	新北市泰山區明志路三段184號	121.425122	25.040705
屈臣氏	泰林	新北市泰山區泰林路二段185號	121.429309	25.06335
屈臣氏	泰仁	新北市泰山區仁愛路83號	121.433617	25.055678
屈臣氏	淡水	新北市淡水區英專路46號	121.445691	25.170475
屈臣氏	竹圍	新北市淡水區民族路10號	121.460721	25.136738
屈臣氏	淡海	新北市淡水區中山北路一段48號	121.441883	25.175452
屈臣氏	淡江	新北市淡水區北新路182巷5號	121.449322	25.178128
屈臣氏	深坑	新北市深坑區北深路三段177號	121.599555	25.004381
屈臣氏	瑞芳	新北市瑞芳區明燈路三段62號	121.806725	25.10807
屈臣氏	蘆洲	新北市蘆洲區長安街138號	121.46021	25.082098
屈臣氏	得勝	新北市蘆洲區得勝街157號	121.471518	25.082975
屈臣氏	光華	新北市蘆洲區光華路38號	121.469036	25.083268
屈臣氏	溪漧	新北市蘆洲區三民路75號	121.474875	25.083906
屈臣氏	長榮	新北市蘆洲區長榮路25號	121.463185	25.082468
屈臣氏	民族	新北市蘆洲區民族路59號	121.478885	25.085731
屈臣氏	鷺江	新北市蘆洲區復興路132號	121.476767	25.087484
屈臣氏	金山	新北市金山區中山路228號	121.637056	25.222209
屈臣氏	鶯歌	新北市鶯歌區建國路158號	121.350687	24.953712
屈臣氏	北大	新竹市北區西大路558號	120.962764	24.805985
屈臣氏	水田	新竹市北區水田街111號	120.968165	24.81595
屈臣氏	南寮	新竹市北區東大路四段1號	120.934664	24.840827
屈臣氏	新竹	新竹市東區文昌街6號	120.969676	24.803986
屈臣氏	站前	新竹市東區中正路5號	120.971191	24.802815
屈臣氏	清華	新竹市東區光復路二段338號	120.998123	24.795985
屈臣氏	南大	新竹市東區南大路317號	120.970329	24.797761
屈臣氏	新民	新竹市東區民生路194號	120.976257	24.811434
屈臣氏	竹科	新竹市東區金山街21號	121.020213	24.778211
屈臣氏	竹光	新竹市東區光復路一段180號	121.022349	24.781852
屈臣氏	關新	新竹市東區關新路77號	121.018964	24.785997
屈臣氏	香山	新竹市香山區經國路三段31號	120.953635	24.799537
屈臣氏	新新埔	新竹縣新埔鎮中正路217號	121.080478	24.827484
屈臣氏	新豐	新竹縣新豐鄉建興路一段19號	120.995966	24.870552
屈臣氏	湖口	新竹縣湖口鄉中正路一段19號	121.044784	24.902657
屈臣氏	湖中	新竹縣湖口鄉中華路108號	121.011632	24.874456
屈臣氏	竹燦	新竹縣竹北市三民路423號	121.008937	24.834695
屈臣氏	中正西	新竹縣竹北市中正西路19號	121.002554	24.839896
屈臣氏	竹勝	新竹縣竹北市勝利二路38號	121.02706	24.822606
屈臣氏	新竹北	新竹縣竹北市博愛街359號	121.008459	24.836498
屈臣氏	縣政	新竹縣竹北市光明六路89號	121.009502	24.826955
屈臣氏	竹東	新竹縣竹東鎮東寧路三段103號	121.086231	24.73902
屈臣氏	關西	新竹縣關西鎮中興路14號	121.17701	24.792415
屈臣氏	中原	桃園市中壢區日新路82號	121.239989	24.954983
屈臣氏	中三	桃園市中壢區新生路40號	121.222596	24.958081
屈臣氏	來來	桃園市中壢區中山路118號	121.22569	24.955318
屈臣氏	內壢	桃園市中壢區中華路一段209號	121.253818	24.970955
屈臣氏	中原2	桃園市中壢區中山東路二段26號	121.237276	24.954271
屈臣氏	壢運	桃園市中壢區中正路99號	121.222989	24.954833
屈臣氏	海華	桃園市中壢區慈惠三街156號	121.225841	24.964886
屈臣氏	龍岡	桃園市中壢區龍東路219號	121.25352	24.93037
屈臣氏	環東	桃園市中壢區環中東路216號	121.258562	24.964908
屈臣氏	壢春	桃園市中壢區長春路1號	121.250518	24.979168
屈臣氏	健行	桃園市中壢區健行路200號	121.227508	24.947809
屈臣氏	福州	桃園市中壢區福州一街250號	121.23308	24.967399
屈臣氏	新明	桃園市中壢區新明路41號	121.214969	24.959151
屈臣氏	壢新	桃園市中壢區新生路182號	121.223106	24.96114
屈臣氏	大江	桃園市中壢區中園路二段509號B1F	121.229018	25.001673
屈臣氏	龍昌	桃園市中壢區龍昌路180巷2號	121.249588	24.937451
屈臣氏	八德	桃園市八德區介壽路一段950號	121.299394	24.958566
屈臣氏	桃鶯	桃園市八德區桃鶯路53號	121.327285	24.971031
屈臣氏	義勇	桃園市八德區義勇街140號	121.305417	24.963421
屈臣氏	介壽	桃園市八德區介壽路二段1068號	121.297126	24.931875
屈臣氏	大園	桃園市大園區中正東路12號	121.198083	25.06396
屈臣氏	崎頂	桃園市大溪區介壽路848號	121.283692	24.900827
屈臣氏	新大溪	桃園市大溪區慈湖路89號	121.286873	24.882095
屈臣氏	平鎮	桃園市平鎮區南豐路28-3號	121.210112	24.900337
屈臣氏	平鎮二	桃園市平鎮區文化街82號	121.202965	24.954221
屈臣氏	平和	桃園市平鎮區和平路172號	121.219926	24.946637
屈臣氏	新屋	桃園市新屋區中山路235號	121.106773	24.972558
屈臣氏	中正	桃園市桃園區中正路54號	121.312852	24.99112
屈臣氏	桃園	桃園市桃園區中正路146號	121.311592	24.994041
屈臣氏	縣府	桃園市桃園區縣府路314號	121.300166	24.99258
屈臣氏	北埔	桃園市桃園區中正路513號	121.305803	25.002721
屈臣氏	南門	桃園市桃園區南華街107號	121.307677	24.991616
屈臣氏	桃鶯2	桃園市桃園區桃鶯路253號	121.318713	24.983839
屈臣氏	寶山	桃園市桃園區寶山街273號	121.313728	25.011319
屈臣氏	藝文	桃園市桃園區中正路1228號	121.297462	25.018829
屈臣氏	中山東	桃園市桃園區中山東路32-4號	121.314764	24.995832
屈臣氏	新大有	桃園市桃園區大有路511號	121.317497	25.014229
屈臣氏	桃中	桃園市桃園區中平路84號	121.292582	24.988346
屈臣氏	大興西	桃園市桃園區大興西路二段39號	121.299324	25.011471
屈臣氏	新龍安	桃園市桃園區龍安街140號	121.279734	24.990776
屈臣氏	大興	桃園市桃園區大興路175號	121.309165	25.015646
屈臣氏	楊梅	桃園市楊梅區大成路109號	121.145685	24.910832
屈臣氏	埔心	桃園市楊梅區中興路34號	121.184217	24.918456
屈臣氏	南崁	桃園市蘆竹區南崁路200號	121.294018	25.048281
屈臣氏	南竹	桃園市蘆竹區南竹路一段60號	121.291784	25.047265
屈臣氏	蘆中	桃園市蘆竹區中山路59號	121.300412	25.052372
屈臣氏	奉化	桃園市蘆竹區奉化路75號	121.292406	25.037001
屈臣氏	新台茂	桃園市蘆竹區南崁路一段112號	121.287707	25.053046
屈臣氏	大竹	桃園市蘆竹區大竹路515號	121.26	25.023359
屈臣氏	南昌	桃園市蘆竹區南昌路242號	121.288697	25.040384
屈臣氏	觀音	桃園市觀音區大觀路二段163號	121.141277	25.045925
屈臣氏	龍潭	桃園市龍潭區中正路110號	121.215966	24.867241
屈臣氏	龍興	桃園市龍潭區中興路279號	121.234147	24.874037
屈臣氏	龜山	桃園市龜山區中興路431-2號	121.336553	24.993383
屈臣氏	長庚	桃園市龜山區復興一路80號	121.363794	25.057086
屈臣氏	龍華	桃園市龜山區萬壽路一段298號	121.402895	25.017411
屈臣氏	長庚大	桃園市龜山區文化一路259號	121.389521	25.035294
屈臣氏	澎湖	澎湖縣馬公市中正路26號	119.565416	23.564864
屈臣氏	北辰	澎湖縣馬公市中華路59-2號	119.570968	23.570075
屈臣氏	吉安	花蓮縣吉安鄉中華路二段340號	121.579327	23.973497
屈臣氏	玉里	花蓮縣玉里鎮中山路一段209號	121.315607	23.33138
屈臣氏	花蓮	花蓮縣花蓮市中山路209號	121.608835	23.977575
屈臣氏	花中	花蓮縣花蓮市中山路551號	121.601189	23.98729
屈臣氏	美琪	花蓮縣花蓮市中正路388號	121.60357	23.974591
屈臣氏	花中二	花蓮縣花蓮市中正路541號	121.607027	23.977167
屈臣氏	公館	苗栗縣公館鄉大同路154號	120.828296	24.501999
屈臣氏	卓蘭	苗栗縣卓蘭鎮中正路101號	120.825055	24.311812
屈臣氏	後龍	苗栗縣後龍鎮中北街70-3號	120.788049	24.615498
屈臣氏	竹南	苗栗縣竹南鎮博愛街73號	120.876849	24.686568
屈臣氏	新苑裡	苗栗縣苑裡鎮中山路123號	120.650842	24.441674
屈臣氏	苗栗	苗栗縣苗栗市光復路45巷1號	120.816459	24.55298
屈臣氏	苗農	苗栗縣苗栗市中正路336號	120.82322	24.562473
屈臣氏	通霄	苗栗縣通霄鎮中正路82號	120.679408	24.490824
屈臣氏	銅鑼	苗栗縣銅鑼鄉中正路120號	120.785054	24.487137
屈臣氏	頭份	苗栗縣頭份市中正路159號	120.910064	24.686817
屈臣氏	金門	金門縣金城鎮民生路35-2號	118.319327	24.435064
屈臣氏	金門2	金門縣金湖鎮中正路90號	118.414553	24.44157
屈臣氏	北港	雲林縣北港鎮民主路98號	120.301682	23.568697
屈臣氏	斗六	雲林縣斗六市民生路156號	120.541693	23.711507
屈臣氏	雲科	雲林縣斗六市中山路300-1號	120.538204	23.701404
屈臣氏	鎮北	雲林縣斗六市鎮北路115號	120.540662	23.714739
屈臣氏	斗南	雲林縣斗南鎮中山路70號	120.479567	23.675092
屈臣氏	莿桐	雲林縣莿桐鄉中山路80號	120.497763	23.756747
屈臣氏	虎尾	雲林縣虎尾鎮中正路141號	120.43321	23.708026
屈臣氏	虎尾二	雲林縣虎尾鎮中正路340號	120.42903	23.703849
屈臣氏	西螺	雲林縣西螺鎮中山路167號	120.459646	23.799734
屈臣氏	麥寮	雲林縣麥寮鄉中興路42號	120.251654	23.751176
屈臣氏	澄和	高雄市三民區澄和路129號	120.343057	22.644766
屈臣氏	建興	高雄市三民區建興路224號	120.324914	22.644716
屈臣氏	天祥	高雄市三民區天祥一路171號	120.318969	22.667473
屈臣氏	察哈爾	高雄市三民區博愛一路225號	120.302911	22.647732
屈臣氏	河北	高雄市三民區河北二路110號	120.297179	22.636315
屈臣氏	高明	高雄市三民區陽明路172號	120.34093	22.63757
屈臣氏	明哲	高雄市三民區明哲路1號	120.313865	22.661111
屈臣氏	大昌	高雄市三民區大昌二路114號	120.332237	22.643654
屈臣氏	灣中	高雄市三民區灣中街341號	120.317122	22.649891
屈臣氏	鼎力	高雄市三民區鼎力路27號	120.319427	22.662595
屈臣氏	新坎城	高雄市三民區自由一路105號	120.306379	22.643752
屈臣氏	新建工	高雄市三民區建工路432號	120.32581	22.651891
屈臣氏	仁武	高雄市仁武區仁武村中正路190-1號	120.351798	22.702247
屈臣氏	仁忠	高雄市仁武區仁忠路202號	120.354483	22.679917
屈臣氏	一心	高雄市前鎮區一心二路45號	120.310446	22.611205
屈臣氏	瑞隆	高雄市前鎮區瑞隆路436號	120.329562	22.605539
屈臣氏	文橫	高雄市前鎮區文橫三路190號	120.307261	22.614215
屈臣氏	草衙	高雄市前鎮區草衙二路393號	120.322406	22.578519
屈臣氏	新光前	高雄市前鎮區中安路1-1號3樓	120.329122	22.581317
屈臣氏	瑞北	高雄市前鎮區瑞北路52號	120.334287	22.609351
屈臣氏	大寮	高雄市大寮區鳳林三路330號	120.39755	22.602046
屈臣氏	後庄	高雄市大寮區鳳屏一路281號	120.392019	22.636174
屈臣氏	義大	高雄市大樹區學城路一段12號	120.406153	22.729421
屈臣氏	大社	高雄市大社區中山路365號	120.351168	22.73155
屈臣氏	小港	高雄市小港區漢民路283號	120.353649	22.567024
屈臣氏	宏平	高雄市小港區宏平路130號	120.363044	22.571125
屈臣氏	岡山	高雄市岡山區壽天路111號	120.291117	22.79457
屈臣氏	左營	高雄市左營區左營大路290號	120.291139	22.686066
屈臣氏	右昌	高雄市左營區後昌路651號	120.298168	22.708223
屈臣氏	裕誠	高雄市左營區裕誠路413號	120.306815	22.665341
屈臣氏	崇高	高雄市左營區崇德路385號	120.302281	22.676534
屈臣氏	自由3	高雄市左營區自由三路210號	120.311427	22.672137
屈臣氏	六合	高雄市新興區六合一路94號	120.307851	22.632677
屈臣氏	六合發	高雄市新興區六合二路14號	120.301294	22.632917
屈臣氏	南華	高雄市新興區林森一路166號	120.304739	22.63042
屈臣氏	新崛江	高雄市新興區文橫二路149-1號	120.303569	22.622896
屈臣氏	旗山	高雄市旗山區延平一路617號	120.483173	22.885446
屈臣氏	旗津	高雄市旗津區通山路18號	120.268846	22.613036
屈臣氏	林園	高雄市林園區東林西路29號	120.395197	22.503705
屈臣氏	楠梓	高雄市楠梓區建楠路156號	120.326698	22.72711
屈臣氏	楠梓二	高雄市楠梓區後昌路123號	120.310631	22.718468
屈臣氏	德賢	高雄市楠梓區德賢路193號	120.305974	22.726393
屈臣氏	德民	高雄市楠梓區德民路977號	120.288257	22.720197
屈臣氏	右昌2	高雄市楠梓區右昌街146號	120.290075	22.71051
屈臣氏	橋頭	高雄市橋頭區隆豐路201號	120.307304	22.753939
屈臣氏	美濃	高雄市美濃區中正路一段42號	120.541598	22.900541
屈臣氏	廣州	高雄市苓雅區廣州一街141-3號	120.317028	22.624004
屈臣氏	建國	高雄市苓雅區正義路136號	120.339439	22.630932
屈臣氏	武廟	高雄市苓雅區福德二路20之1號	120.328047	22.630676
屈臣氏	興中	高雄市苓雅區興中一路377號	120.306497	22.616242
屈臣氏	漢神	高雄市苓雅區成功一路239-6號	120.295746	22.618652
屈臣氏	路竹	高雄市路竹區大社路21號	120.261575	22.862575
屈臣氏	新阿蓮	高雄市阿蓮區中山路73號	120.328704	22.879475
屈臣氏	鳳山	高雄市鳳山區中山路120-1號	120.357819	22.623166
屈臣氏	五甲	高雄市鳳山區五甲二路690號	120.330255	22.594812
屈臣氏	青年	高雄市鳳山區青年路二段389號	120.351484	22.642646
屈臣氏	鳳松	高雄市鳳山區經武路229號	120.364018	22.636795
屈臣氏	華王	高雄市鹽埕區五福四路55號	120.287184	22.62167
屈臣氏	瑞豐	高雄市鼓山區裕誠路1087號	120.299647	22.665703
屈臣氏	內惟	高雄市鼓山區九如四路1476號	120.28032	22.66008
